season,playerId,player,team,position,conference,bio_firstName,bio_lastName,bio_height,bio_weight,bio_jersey,bio_position,bio_homeCity,bio_homeState,bio_homeCountry,bio_homeLatitude,bio_homeLongitude,bio_homeCountyFIPS,bio_recruitIds,bio_recruitIds_count,stat_receiving_LONG,stat_receiving_REC,stat_receiving_TD,stat_receiving_YDS,stat_receiving_YPR,stat_interceptions_AVG,stat_interceptions_INT,stat_interceptions_TD,stat_interceptions_YDS,stat_kickReturns_AVG,stat_kickReturns_LONG,stat_kickReturns_NO,stat_kickReturns_TD,stat_kickReturns_YDS,stat_passing_ATT,stat_passing_COMPLETIONS,stat_passing_INT,stat_passing_PCT,stat_passing_TD,stat_passing_YDS,stat_passing_YPA,stat_puntReturns_AVG,stat_puntReturns_LONG,stat_puntReturns_NO,stat_puntReturns_TD,stat_puntReturns_YDS,stat_rushing_CAR,stat_rushing_LONG,stat_rushing_TD,stat_rushing_YDS,stat_rushing_YPC,stat_punting_In_20,stat_punting_LONG,stat_punting_NO,stat_punting_TB,stat_punting_YDS,stat_punting_YPP,stat_kicking_FGA,stat_kicking_FGM,stat_kicking_LONG,stat_kicking_PCT,stat_kicking_PTS,stat_kicking_XPA,stat_kicking_XPM,stat_defensive_PD,stat_defensive_QB_HUR,stat_defensive_SACKS,stat_defensive_SOLO,stat_defensive_TD,stat_defensive_TFL,stat_defensive_TOT,stat_fumbles_FUM,stat_fumbles_LOST,stat_fumbles_REC
2016,-1004341,T.J. Beltavski,Ball State,OL,MAC,T.J.,Beltavski,72.0,297.0,68.0,OL,Strongsville,OH,USA,41.3144733,-81.83511,39035,136617,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,546017,Teddy Williamson,Ball State,RB,Mid-American,Teddy,Williamson,69.0,,6.0,RB,O'Fallon,MO,USA,38.7910374,-90.7039107,29183,148037,1.0,12.0,6.0,0.0,40.0,6.7,,,,,,,,,,,,,,,,,,,,,,40.0,23.0,2.0,181.0,4.5,,,,,,,,,,,,,,0.0,0.0,0.0,4.0,0.0,0.0,6.0,,,
2016,552123,Terin Solomon,Ball State,LB,Mid-American,Terin,Solomon,72.0,,15.0,LB,Murrieta,CA,USA,33.577752399999994,-117.18845420205307,06065,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,2.0,0.0,1.0,2.0,,,
2016,4361640,Tuni Ropati,Ball State,DL,MAC,Tuni,Ropati,74.0,285.0,55.0,DL,San Francisco,CA,USA,37.7790262,-122.4199061,06075,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,-1004349,Ty Kirtz,Ball State,WR,MAC,Ty,Kirtz,73.0,186.0,18.0,WR,Brownsburg,IN,USA,39.8433769,-86.3977736,18063,136814,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,531547,Tyree Holder,Ball State,CB,Mid-American,Tyree,Holder,72.0,,33.0,CB,Tampa,FL,USA,27.9477595,-82.458444,12057,151616,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,2.0,0.0,0.0,3.0,,,
2016,4244731,Verenzo Holmes,Ball State,DB,MAC,Verenzo,Holmes,70.0,185.0,38.0,DB,Grovetown,GA,USA,33.4504157,-82.1981764,13073,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,546007,Vinnie Palazeti,Ball State,OL,MAC,Vinnie,Palazeti,76.0,295.0,75.0,OL,Owosso,MI,USA,42.9975968,-84.1720541,26155,147128,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,4429602,Walter Fletcher,Ball State,RB,MAC,Walter,Fletcher,69.0,191.0,20.0,RB,Columbia,MD,USA,39.193919550000004,-76.87477229012376,24027,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,-1004386,Wyatt Plate,Ball State,WR,MAC,Wyatt,Plate,69.0,169.0,83.0,WR,Jackson,MI,USA,42.2465036,-84.4016963,28049,137212,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,3915472,Zac Ricketts,Ball State,OL,MAC,Zac,Ricketts,76.0,292.0,71.0,OL,Bremen,IN,USA,41.4464361,-86.1480581,18099,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,3932876,Zack Blair,Ball State,QB,MAC,Zack,Blair,71.0,195.0,17.0,QB,Tipp City,OH,USA,39.9583892,-84.1721638,39109,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,535940,Zack Ryan,Ball State,LB,Mid-American,Zack,Ryan,71.0,,2.0,LB,Westlake,OH,USA,41.4553232,-81.9179174,39035,,0.0,,,,,,2.0,1.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,2.5,33.0,0.0,7.5,69.0,,,
2016,550848,Aaron Banks,Bowling Green,LB,Mid-American,Aaron,Banks,75.0,245.0,11.0,LB,Chicago,IL,USA,41.8755616,-87.6244212,17031,147649,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,3.0,0.0,0.0,3.0,,,
2016,3125752,Alfonso Mack,Bowling Green,DB,Mid-American,Alfonso,Mack,71.0,,26.0,DB,South Bend,IN,USA,41.6833813,-86.2500066,18141,,0.0,,,,,,47.0,1.0,0.0,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0,0.0,23.0,0.0,1.0,35.0,,,
2016,-1005559,Andrew Lucke,Bowling Green,OL,MAC,Andrew,Lucke,75.0,303.0,76.0,OL,Mason,OH,USA,39.3600586,-84.309939,39165,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,3914398,Antonyo Sotolongo,Bowling Green,DB,Mid-American,Antonyo,Sotolongo,73.0,207.0,21.0,DB,Miami,FL,USA,25.7742658,-80.1936589,12086,,0.0,,,,,,7.0,1.0,0.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,12.0,0.0,0.0,24.0,,,
2016,4035736,Armani Posey,Bowling Green,LB,MAC,Armani,Posey,74.0,214.0,7.0,LB,Detroit,MI,USA,42.3315509,-83.0466403,26163,135349,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,3125759,Austin Labus,Bowling Green,OL,MAC,Austin,Labus,78.0,295.0,64.0,OL,Portage,MI,USA,42.2011538,-85.5800022,26077,144795,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,547069,Austin Valdez,Bowling Green,LB,Mid-American,Austin,Valdez,73.0,236.0,11.0,LB,Sylvania,OH,USA,41.7189392,-83.7129935,39095,147664,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,0.0,21.0,0.0,1.0,58.0,,,
2016,3125754,Ben Hale,Bowling Green,DB,Mid-American,Ben,Hale,75.0,200.0,19.0,DB,Columbus,OH,USA,39.9622601,-83.0007065,39049,144960,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,5.0,0.0,0.0,5.0,,,
2016,531826,Ben Steward,Bowling Green,OL,Mid-American,Ben,Steward,78.0,,72.0,OL,Holt,MI,USA,42.63656105,-84.52253151254968,27089,151008,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,,
2016,-1005560,Blake Lucky,Bowling Green,FB,MAC,Blake,Lucky,76.0,228.0,15.0,FB,Hobe Sound,FL,USA,27.059498,-80.1364323,12085,141622,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,3914389,Brandon Harris,Bowling Green,LB,Mid-American,Brandon,Harris,76.0,220.0,1.0,LB,East Cleveland,OH,USA,41.5331066,-81.5790137,39035,140394,1.0,,,,,,38.0,2.0,1.0,76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1.0,1.0,34.0,1.0,3.0,59.0,0.0,0.0,1.0
2016,4362120,Brandon Perce,Bowling Green,LB,MAC,Brandon,Perce,71.0,211.0,1.0,LB,West Allis,WI,USA,43.0166806,-88.0070315,55079,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,-1005574,Brian Jennings II,Bowling Green,RB,MAC,Brian,Jennings II,70.0,194.0,40.0,RB,Decatur,IL,USA,39.8454163,-88.9524151,17115,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,3125757,Brian Sanders,Bowling Green,DL,Mid-American,Brian,Sanders,76.0,255.0,58.0,DL,Detroit,MI,USA,42.3315509,-83.0466403,26163,144021,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,7.0,0.0,1.0,9.0,,,
2016,-1005578,CJ Pickrom,Bowling Green,DB,MAC,CJ,Pickrom,73.0,168.0,20.0,DB,Houston,TX,USA,29.7589382,-95.3676974,48201,137307,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,4035753,Caleb Bright,Bowling Green,OL,MAC,Caleb,Bright,76.0,282.0,55.0,OL,Urbandale,IA,USA,41.6274552,-93.7380624,19153,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,4046742,Calen Taylor,Bowling Green,RB,Mid-American,Calen,Taylor,67.0,,7.0,RB,St. Louis,MO,USA,38.6268039,-90.1994097,29510,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,,
2016,4035741,Cam Jefferies,Bowling Green,DB,Mid-American,Cam,Jefferies,70.0,190.0,14.0,DB,Painesville,OH,USA,41.7244885,-81.245657,39085,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,0.0,13.0,0.0,0.0,18.0,,,
2016,3914401,Charles Lamar,Bowling Green,RB,MAC,Charles,Lamar,74.0,215.0,23.0,RB,Lake Mary,FL,USA,28.756618000000003,-81.33888382214167,12117,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,-1005552,Clark Clancy,Bowling Green,OL,MAC,Clark,Clancy,77.0,285.0,78.0,OL,Troy,MI,USA,42.6055893,-83.1499304,26125,147796,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,3125746,Clint Stephens,Bowling Green,DB,MAC,Clint,Stephens,71.0,183.0,2.0,DB,West Palm Beach,FL,USA,26.715364,-80.0532942,12099,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,-1005572,Darrick Green,Bowling Green,DL,MAC,Darrick,Green,72.0,216.0,43.0,DL,Columbus,OH,USA,39.9622601,-83.0007065,39049,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,-1005568,Davaughn Alexander,Bowling Green,OL,MAC,Davaughn,Alexander,78.0,315.0,60.0,OL,Huber Heights,OH,USA,39.85902405,-84.11136295364687,39113,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,3129436,David Konowalski,Bowling Green,DL,Mid-American,David,Konowalski,75.0,242.0,8.0,DL,Milwaukee,WI,USA,43.0349931,-87.922497,55079,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,4.0,2.5,23.0,0.0,4.0,50.0,,,
2016,-1005581,DeAngelo Simmons,Bowling Green,LB,MAC,DeAngelo,Simmons,71.0,201.0,96.0,LB,Mason,OH,USA,39.3600586,-84.309939,39165,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,4570444,Deonta Belser,Bowling Green,DL,MAC,Deonta,Belser,76.0,270.0,92.0,DL,Cincinnati,OH,USA,39.1014537,-84.5124602,39061,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,3914416,Deric Phouthavong,Bowling Green,WR,Mid-American,Deric,Phouthavong,77.0,205.0,89.0,WR,Columbus,OH,USA,39.9622601,-83.0007065,39049,140467,1.0,19.0,15.0,1.0,170.0,11.3,,,,,,,,,,,,,,,,,,,,,,1.0,6.0,0.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,
2016,4035752,Dirion Hutchins,Bowling Green,DL,MAC,Dirion,Hutchins,76.0,235.0,44.0,DL,St. Charles,MO,USA,38.7946252,-90.519829,29183,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,545228,Donovan Wilson,Bowling Green,RB,Mid-American,Donovan,Wilson,72.0,225.0,45.0,RB,Dublin,OH,USA,40.0992294,-83.1140771,39049,,0.0,18.0,4.0,1.0,34.0,8.5,,,,,,,,,,,,,,,,,,,,,,110.0,42.0,5.0,503.0,4.6,,,,,,,,,,,,,,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0
2016,559623,Dorian Hendrix,Bowling Green,TE,Mid-American,Dorian,Hendrix,73.0,246.0,47.0,TE,Huber Heights,OH,USA,39.85902405,-84.11136295364687,39113,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,1.0,8.0,0.0,2.0,11.0,,,
2016,4373426,Eldridge Salguero,Bowling Green,LB,MAC,Eldridge,Salguero,73.0,206.0,15.0,LB,Balboa Island,CA,USA,33.6064778,-117.8920819,06059,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,-1005554,Elijah Cunningham,Bowling Green,QB,MAC,Elijah,Cunningham,75.0,185.0,8.0,QB,Springboro,OH,USA,39.5522815,-84.2332718,39165,136023,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,547077,Fred Coppet,Bowling Green,RB,Mid-American,Fred,Coppet,69.0,,28.0,RB,Ft. Lauderdale,FL,USA,26.1223084,-80.1433786,12011,146160,1.0,15.0,15.0,0.0,79.0,5.3,,,,,,,,,,,,,,,,,,,,,,204.0,52.0,8.0,1030.0,5.0,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,2.0,0.0
2016,4244030,Fred Garth,Bowling Green,DB,MAC,Fred,Garth,76.0,190.0,4.0,DB,Amory,MS,USA,33.9842768,-88.488099,28095,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,4035740,Grant Coffey,Bowling Green,DL,Mid-American,Grant,Coffey,74.0,,17.0,DL,Culver City,CA,USA,34.0278787,-118.3888493,06037,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,,
2016,531817,Greg Hohenstein,Bowling Green,LS,Mid-American,Greg,Hohenstein,75.0,,48.0,LS,Warrenville,IL,USA,41.8179303,-88.174097,17043,151937,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,2.0,,,
2016,547085,Gus Schwieterman,Bowling Green,DL,Mid-American,Gus,Schwieterman,74.0,265.0,63.0,DL,Tipp City,OH,USA,39.9583892,-84.1721638,39109,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.0,6.0,21.0,0.0,13.0,29.0,,,
2016,4362122,Hassan Belton,Bowling Green,LB,MAC,Hassan,Belton,73.0,210.0,26.0,LB,Columbia,SC,USA,34.0007493,-81.0343313,45079,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,4035758,Hunter Coleman,Bowling Green,WR,MAC,Hunter,Coleman,,,,WR,Roswell,GA,USA,34.02332,-84.360022,13121,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,547092,Hunter Folkertsma,Bowling Green,TE,Mid-American,Hunter,Folkertsma,78.0,251.0,88.0,TE,Grand Rapids,MI,USA,42.9632405,-85.6678639,26081,,0.0,23.0,7.0,1.0,93.0,13.3,,,,,3.3,6.0,3.0,0.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,547067,Isaiah Gourdine,Bowling Green,DB,MAC,Isaiah,Gourdine,74.0,,9.0,DB,Farminton,MI,USA,40.2650491,-80.041413,42125,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,531818,Izaah Lunsford,Bowling Green,DL,Mid-American,Izaah,Lunsford,75.0,,10.0,DL,Cincinnati,OH,USA,39.1014537,-84.5124602,39061,151839,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,25.0,0.0,3.5,52.0,0.0,0.0,1.0
2016,531827,J.J. Beggan,Bowling Green,OL,MAC,J.J.,Beggan,75.0,,77.0,OL,Pittsburgh,PA,USA,40.4416941,-79.9900861,42003,150985,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,-1005569,JC Bartok,Bowling Green,OL,MAC,JC,Bartok,77.0,303.0,75.0,OL,Columbus,OH,USA,39.9622601,-83.0007065,39049,140328,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,3914411,Jack Kramer,Bowling Green,OL,MAC,Jack,Kramer,75.0,301.0,65.0,OL,Plainfield,IL,USA,41.6086711,-88.2054345,17197,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,3125753,Jack Walz III,Bowling Green,WR,Mid-American,Jack,Walz III,71.0,191.0,36.0,WR,Cleveland,OH,USA,41.5051613,-81.6934446,39035,143984,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,,
2016,-1005570,Jacob Bennett,Bowling Green,OL,MAC,Jacob,Bennett,77.0,337.0,67.0,OL,Lebanon,OH,USA,39.4353373,-84.2029922,39165,151232,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,4039913,Jai Nunn-Liddell,Bowling Green,DB,MAC,Jai,Nunn-Liddell,75.0,194.0,28.0,DB,Mableton,GA,USA,33.8188333,-84.5822632,13067,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,-1005576,Jake Lemming,Bowling Green,DB,MAC,Jake,Lemming,70.0,173.0,37.0,DB,Lemont,IL,USA,41.6737149,-88.0016263,17031,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,3914408,Jake Suder,Bowling Green,PK,Mid-American,Jake,Suder,70.0,178.0,46.0,PK,Toledo,OH,USA,41.6786754,-83.5127283,39095,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,9.0,44.0,0.75,62.0,38.0,35.0,,,,,,,,,,
2016,3914394,Jamari Bozeman,Bowling Green,DB,Mid-American,Jamari,Bozeman,74.0,190.0,13.0,DB,West Palm Beach,FL,USA,26.715364,-80.0532942,12099,140668,1.0,,,,,,1.7,3.0,0.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,0.0,42.0,0.0,1.5,71.0,,,
2016,531801,James Knapke,Bowling Green,QB,Mid-American,James,Knapke,74.0,,3.0,QB,Fort Wayne,IN,USA,41.0799898,-85.1386015,18003,150430,1.0,,,,,,,,,,,,,,,119.0,59.0,9.0,0.496,3.0,636.0,5.3,,,,,,14.0,6.0,0.0,-39.0,-2.8,,,,,,,,,,,,,,,,,,,,,2.0,1.0,0.0
2016,3914395,James Morgan,Bowling Green,QB,Mid-American,James,Morgan,76.0,213.0,12.0,QB,Green Bay,WI,USA,44.5126379,-88.0125794,55009,,0.0,,,,,,,,,,,,,,,326.0,183.0,15.0,0.561,16.0,2082.0,6.4,,,,,,45.0,12.0,0.0,-72.0,-1.6,,,,,,,,,,,,,,,,,,,,,7.0,1.0,0.0
2016,531811,James Sanford,Bowling Green,LB,Mid-American,James,Sanford,73.0,,4.0,LB,Xenia,OH,USA,39.6847822,-83.9296526,39057,150026,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,13.0,0.0,0.0,19.0,0.0,0.0,1.0
2016,3914392,Janarvis Pough,Bowling Green,WR,Mid-American,Janarvis,Pough,74.0,188.0,14.0,WR,Hollywood,FL,USA,26.0112014,-80.1494901,12011,140803,1.0,19.0,12.0,0.0,125.0,10.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,4035761,Jared Wyatt,Bowling Green,WR,MAC,Jared,Wyatt,74.0,203.0,1.0,WR,Wylie,TX,USA,33.0151201,-96.5388789,48085,184420,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,4244029,Jarret Doege,Bowling Green,QB,MAC,Jarret,Doege,74.0,208.0,9.0,QB,Lubbock,TX,USA,33.5635206,-101.879336,48303,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,4035744,Jerry Judd III,Bowling Green,LB,MAC,Jerry,Judd III,74.0,227.0,28.0,LB,Streetsboro,OH,USA,41.239223,-81.345941,39133,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,4035747,Jerry McBride III,Bowling Green,DB,Mid-American,Jerry,McBride III,74.0,207.0,7.0,DB,Hannibal,MO,USA,39.7082498,-91.3587413,29127,136920,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,17.0,0.0,0.5,21.0,,,
2016,3939130,Jonah Harper,Bowling Green,DL,MAC,Jonah,Harper,74.0,266.0,50.0,DL,South Euclid,OH,USA,41.5231076,-81.5184553,39035,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,-1005579,Jordan Roop,Bowling Green,LB,MAC,Jordan,Roop,71.0,209.0,30.0,LB,Convoy,OH,USA,40.916715,-84.702737,39161,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,4373425,Jordan Wayne-Prather,Bowling Green,WR,MAC,Jordan,Wayne-Prather,73.0,191.0,4.0,WR,Paducah,KY,USA,37.0833893,-88.6000478,21145,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,3914409,Joseph Davidson,Bowling Green,P,Mid-American,Joseph,Davidson,79.0,234.0,49.0,P,Findlay,OH,USA,41.0413873,-83.6503982,39063,,0.0,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,1.0,24.0,0.0,24.0,24.0,0.0,82.0,61.0,0.0,2791.0,45.8,,,,,,,,,,,,,,,,,
2016,4046740,Josh Cleveland,Bowling Green,RB,Mid-American,Josh,Cleveland,68.0,179.0,1.0,RB,Austin,TX,USA,30.2711286,-97.7436995,48453,,0.0,9.0,9.0,0.0,41.0,4.6,,,,,27.0,27.0,1.0,0.0,27.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,101.0,85.0,2.0,649.0,6.4,,,,,,,,,,,,,,,,,,,,,3.0,2.0,0.0
2016,3139054,Justin Sawmiller,Bowling Green,WR,MAC,Justin,Sawmiller,72.0,186.0,83.0,WR,Kenton,OH,USA,40.6478171,-83.6089968,39065,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,3914418,Kyle Junior,Bowling Green,DL,Mid-American,Kyle,Junior,75.0,305.0,93.0,DL,Middletown,OH,USA,39.5150576,-84.3982763,39017,141095,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,4.0,0.0,0.0,11.0,,,
2016,4035751,Leonard Skattebo,Bowling Green,FB,Mid-American,Leonard,Skattebo,73.0,268.0,42.0,FB,Rio Linda,CA,USA,38.6873975,-121.4593775259687,06067,185880,1.0,8.0,1.0,1.0,8.0,8.0,,,,,7.0,7.0,1.0,0.0,7.0,,,,,,,,,,,,,2.0,3.0,1.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
2016,531820,Logan Dietz,Bowling Green,OL,Mid-American,Logan,Dietz,78.0,,53.0,OL,Pittsburgh,PA,USA,40.4416941,-79.9900861,42003,150329,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,,
2016,-1005548,Lorenzo Taborn,Bowling Green,OL,MAC,Lorenzo,Taborn,77.0,325.0,74.0,OL,Sidney,OH,USA,40.2842164,-84.1554987,39149,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,3129433,Malik Brown,Bowling Green,DL,Mid-American,Malik,Brown,76.0,283.0,51.0,DL,Palm Beach,FL,USA,26.7056172,-80.0361517,12099,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,3.0,0.0,0.0,6.0,,,
2016,-1005580,Malon Samuel,Bowling Green,DB,MAC,Malon,Samuel,72.0,217.0,39.0,DB,Mansfield,OH,USA,40.75839,-82.5154471,39139,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
