season,playerId,player,team,position,conference,bio_firstName,bio_lastName,bio_height,bio_weight,bio_jersey,bio_position,bio_homeCity,bio_homeState,bio_homeCountry,bio_homeLatitude,bio_homeLongitude,bio_homeCountyFIPS,bio_recruitIds,bio_recruitIds_count,stat_receiving_LONG,stat_receiving_REC,stat_receiving_TD,stat_receiving_YDS,stat_receiving_YPR,stat_interceptions_AVG,stat_interceptions_INT,stat_interceptions_TD,stat_interceptions_YDS,stat_kickReturns_AVG,stat_kickReturns_LONG,stat_kickReturns_NO,stat_kickReturns_TD,stat_kickReturns_YDS,stat_passing_ATT,stat_passing_COMPLETIONS,stat_passing_INT,stat_passing_PCT,stat_passing_TD,stat_passing_YDS,stat_passing_YPA,stat_puntReturns_AVG,stat_puntReturns_LONG,stat_puntReturns_NO,stat_puntReturns_TD,stat_puntReturns_YDS,stat_rushing_CAR,stat_rushing_LONG,stat_rushing_TD,stat_rushing_YDS,stat_rushing_YPC,stat_punting_In_20,stat_punting_LONG,stat_punting_NO,stat_punting_TB,stat_punting_YDS,stat_punting_YPP,stat_kicking_FGA,stat_kicking_FGM,stat_kicking_LONG,stat_kicking_PCT,stat_kicking_PTS,stat_kicking_XPA,stat_kicking_XPM,stat_defensive_PD,stat_defensive_QB_HUR,stat_defensive_SACKS,stat_defensive_SOLO,stat_defensive_TD,stat_defensive_TFL,stat_defensive_TOT,stat_fumbles_FUM,stat_fumbles_LOST,stat_fumbles_REC
2020,4244310,Mike Brown,Miami (OH),DB,Mid-American,Mike,Brown,73.0,222.0,3.0,DB,Grand Rapids,MI,USA,42.9632405,-85.6678639,26081,132853,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,8.0,0.0,1.5,13.0,,,
2020,4432439,Nate Muersch,Miami (OH),TE,MAC,Nate,Muersch,77.0,230.0,88.0,TE,Downers Grove,IL,USA,41.7938195,-88.010376,17043,120957,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,4244321,Nate Robinson,Miami (OH),LB,MAC,Nate,Robinson,73.0,220.0,53.0,LB,Dublin,OH,USA,40.0992294,-83.1140771,39049,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,4427581,Nathan Jacobs,Miami (OH),OL,MAC,Nathan,Jacobs,77.0,340.0,76.0,OL,Shelbyville,KY,USA,38.2120144,-85.2235666,21211,125205,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,4427877,Nick Manson,Miami (OH),WR,MAC,Nick,Manson,74.0,209.0,3.0,WR,Jonesboro,GA,USA,33.5215013,-84.3538128,13063,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,4428410,Ontario Russell,Miami (OH),RB,Mid-American,Ontario,Russell,71.0,217.0,4.0,RB,Kansas City,MO,USA,39.100105,-94.5781416,29095,124351,1.0,,,,,,,,,,21.0,21.0,1.0,0.0,21.0,,,,,,,,,,,,,14.0,6.0,0.0,19.0,1.4,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0
2020,4244302,Pete Lampert,Miami (OH),QB,MAC,Pete,Lampert,76.0,210.0,12.0,QB,Cincinnati,OH,USA,39.1014537,-84.5124602,39061,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,4244324,Pete Nank,Miami (OH),OL,MAC,Pete,Nank,77.0,309.0,65.0,OL,West Des Moines,IA,USA,41.5645337,-93.7595281,19153,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,4431296,Quadre Nicholson,Miami (OH),RB,Mid-American,Quadre,Nicholson,70.0,175.0,20.0,RB,Evanston,IL,USA,42.0447388,-87.6930459,17031,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,6.0,0.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
2020,4429951,Reid Holskey,Miami (OH),OL,MAC,Reid,Holskey,78.0,303.0,56.0,OL,Pataskala,OH,USA,39.9956193,-82.6743341,39089,120644,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,4430729,Rhett Williams,Miami (OH),TE,MAC,Rhett,Williams,78.0,212.0,44.0,TE,Carmel,IN,USA,39.9788017,-86.1189257,18057,124594,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,4427360,Richie Hagarty,Miami (OH),DL,Mid-American,Richie,Hagarty,75.0,250.0,52.0,DL,New Palestine,IN,USA,39.7219882,-85.8891471,18059,124253,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,
2020,4427183,Rusty Feth,Miami (OH),OL,MAC,Rusty,Feth,75.0,310.0,60.0,OL,Colerain,OH,USA,40.1259045,-80.8086973,39013,126037,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,4038974,Ryan McWood,Miami (OH),LB,Mid-American,Ryan,McWood,74.0,221.0,35.0,LB,Grosse Pointe,MI,USA,42.3861485,-82.9118591,26163,,0.0,,,,,,18.0,1.0,0.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,14.0,0.0,3.0,34.0,,,
2020,4244309,Ryan Newton,Miami (OH),DL,Mid-American,Ryan,Newton,74.0,222.0,48.0,DL,Saint Louis,MO,USA,38.6264178,-90.1998378,29510,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,
2020,4569256,Sam Vaughan,Miami (OH),OL,MAC,Sam,Vaughan,79.0,297.0,50.0,OL,Versailles,KY,USA,38.052576,-84.7299464,21239,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,4035766,Seth Currens,Miami (OH),TE,Mid-American,Seth,Currens,76.0,227.0,84.0,TE,Pickerington,OH,USA,39.896277299999994,-82.77319049748806,39045,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,
2020,4244299,Sterling Weatherford,Miami (OH),DB,Mid-American,Sterling,Weatherford,76.0,221.0,21.0,DB,Cicero,IN,USA,40.1239257,-86.0133181,18057,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,0.0,15.0,0.0,1.0,18.0,,,
2020,4430696,TJ Rush,Miami (OH),DB,MAC,TJ,Rush,71.0,176.0,4.0,DB,Saint Louis,MO,USA,38.6264178,-90.1998378,29510,119928,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,4038986,Tommy Doyle,Miami (OH),OL,MAC,Tommy,Doyle,80.0,326.0,54.0,OL,Edina,MN,USA,44.8897027,-93.3501222,27053,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,4429038,Trevon Booker,Miami (OH),DB,MAC,Trevon,Booker,72.0,199.0,20.0,DB,Indianapolis,IN,USA,39.7683331,-86.1583502,18097,124699,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,4363153,Tyre Shelton,Miami (OH),RB,MAC,Tyre,Shelton,71.0,190.0,4.0,RB,Douglasville,GA,USA,33.7514966,-84.7477136,13097,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,4363165,Will Kellison,Miami (OH),DL,MAC,Will,Kellison,76.0,247.0,97.0,DL,Indianapolis,IN,USA,39.7683331,-86.1583502,18097,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,4038973,Zach Kahn,Miami (OH),RB,Mid-American,Zach,Kahn,70.0,211.0,29.0,RB,Strongsville,OH,USA,41.3144733,-81.83511,39035,,0.0,4.0,2.0,0.0,5.0,2.5,,,,,,,,,,,,,,,,,,,,,,18.0,17.0,2.0,92.0,5.1,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,
2020,4051055,Andrew Haidet,Northern Illinois,QB,Mid-American,Andrew,Haidet,77.0,231.0,10.0,QB,Plano,TX,USA,33.0136764,-96.6925096,48085,,0.0,,,,,,,,,,,,,,,6.0,3.0,0.0,0.5,1.0,44.0,7.3,,,,,,3.0,1.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
2020,4686813,Anthony Beacom,Northern Illinois,P,MAC,Anthony,Beacom,70.0,215.0,35.0,P,Roselle,IL,USA,41.9847505,-88.0797933,17043,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,4576293,Anthony Vacula,Northern Illinois,OL,MAC,Anthony,Vacula,76.0,320.0,66.0,OL,Hales Corners,WI,USA,42.937515,-88.0486982,55079,120995,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,4362259,Antwain Walker,Northern Illinois,CB,MAC,Antwain,Walker,73.0,190.0,26.0,CB,Oswego,IL,USA,41.6789932,-88.3550216,17093,127990,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,4039479,Benn Olson,Northern Illinois,OL,MAC,Benn,Olson,76.0,300.0,61.0,OL,Burnsville,MN,USA,44.7677424,-93.2777226,27037,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,4686820,Billy Dozier,Northern Illinois,WR,MAC,Billy,Dozier,70.0,195.0,10.0,WR,New Lenox,IL,USA,41.5119761,-87.9656098,17197,122243,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,4039478,Brayden Patton,Northern Illinois,OL,MAC,Brayden,Patton,77.0,304.0,58.0,OL,Ellettsville,IN,USA,39.2339348,-86.6250008,18105,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,4374087,Brett Bostad,Northern Illinois,FB,MAC,Brett,Bostad,72.0,243.0,43.0,FB,Kennedale,TX,USA,32.646801,-97.2258465,48439,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,4374106,Brianjay Ross,Northern Illinois,S,Mid-American,Brianjay,Ross,71.0,188.0,32.0,S,DeKalb,IL,USA,41.9294736,-88.7503647,17037,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,,
2020,4686821,C.J. Dunn,Northern Illinois,DL,MAC,C.J.,Dunn,74.0,270.0,84.0,DL,Bourbonnais,IL,USA,41.1639309,-87.8839693,17091,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,4686804,CJ Brown,Northern Illinois,DB,Mid-American,CJ,Brown,70.0,190.0,24.0,DB,Canton,MI,USA,42.3076547,-83.4868961,28089,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,6.0,0.0,0.0,11.0,,,
2020,4374110,Caleb Wright,Northern Illinois,DE,MAC,Caleb,Wright,75.0,260.0,90.0,DE,Brookfield,WI,USA,43.0605671,-88.1064787,55133,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,4427926,Camron Mattox,Northern Illinois,DE,MAC,Camron,Mattox,74.0,248.0,58.0,DE,Markham,IL,USA,41.5936453,-87.6947699,17031,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,4686822,Charlie Fish,Northern Illinois,WR,MAC,Charlie,Fish,71.0,193.0,87.0,WR,Mount Horeb,WI,USA,43.008665,-89.7384145,55025,121956,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,4565302,Cody Kopp,Northern Illinois,LB,MAC,Cody,Kopp,72.0,215.0,10.0,LB,Jacksonville,FL,USA,30.3321838,-81.655651,12031,120032,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,4258577,Cole Tucker,Northern Illinois,WR,Mid-American,Cole,Tucker,74.0,195.0,15.0,WR,DeKalb,IL,USA,41.9294736,-88.7503647,17037,,0.0,16.0,11.0,2.0,106.0,9.6,,,,,25.0,25.0,1.0,0.0,25.0,,,,,,,,4.0,5.0,2.0,0.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,4258580,Cole Webster,Northern Illinois,OL,MAC,Cole,Webster,79.0,302.0,77.0,OL,Bettendorf,IA,USA,41.5252761,-90.5096386,19163,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,4686828,Connor Leffler,Northern Illinois,WR,MAC,Connor,Leffler,71.0,175.0,20.0,WR,Germantown,WI,USA,43.5258118,-90.221516,55103,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,4245149,Connor Neville,Northern Illinois,QB,MAC,Connor,Neville,74.0,205.0,5.0,QB,Beaverton,OR,USA,45.4871723,-122.8037804,41067,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,4039475,Corey Lersch,Northern Illinois,TE,MAC,Corey,Lersch,75.0,250.0,44.0,TE,Mchenry,IL,USA,42.3431427,-88.2674875,17111,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,4374097,Cortez Hogans,Northern Illinois,DE,MAC,Cortez,Hogans,75.0,277.0,33.0,DE,Palatine,IL,USA,42.1105779,-88.0336888,17031,183458,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,3921960,Daniel Crawford,Northern Illinois,TE,Mid-American,Daniel,Crawford,74.0,251.0,88.0,TE,Macomb,MI,USA,42.6652,-82.9286,17109,,0.0,21.0,21.0,1.0,183.0,8.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,4430670,Daveren Rayner,Northern Illinois,LB,Mid-American,Daveren,Rayner,74.0,217.0,7.0,LB,Indianapolis,IN,USA,39.7683331,-86.1583502,18097,120400,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,1.0,10.0,0.0,2.0,27.0,,,
2020,4428630,Demond Taylor Jr.,Northern Illinois,DT,Mid-American,Demond,Taylor Jr.,74.0,308.0,10.0,DT,East Saint Louis,MO,USA,38.6243601,-90.202767,29510,124919,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,3.0,0.0,1.0,10.0,,,
2020,4258571,Dennis Robinson,Northern Illinois,WR,Mid-American,Dennis,Robinson,77.0,220.0,19.0,WR,Hollywood,FL,USA,26.0112014,-80.1494901,12011,127146,1.0,31.0,8.0,2.0,95.0,11.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0
2020,4607937,Devin Lafayette,Northern Illinois,S,Mid-American,Devin,Lafayette,74.0,210.0,3.0,S,Brunswick,GA,USA,31.1499528,-81.4914894,13127,120827,1.0,13.0,1.0,0.0,13.0,13.0,-6.0,1.0,0.0,-6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,21.0,0.0,1.0,36.0,,,
2020,4686830,Devonte O'Malley,Northern Illinois,DT,Mid-American,Devonte,O'Malley,74.0,293.0,8.0,DT,Midlothian,IL,USA,41.6253116,-87.7175491,17031,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,2.0,5.0,0.0,3.0,5.0,,,
2020,4258576,Dillon Thomas,Northern Illinois,DB,Mid-American,Dillon,Thomas,74.0,190.0,9.0,DB,Kansas City,MO,USA,39.100105,-94.5781416,29095,,0.0,,,,,,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,0.0,13.0,0.0,0.0,19.0,,,
2020,4686815,Donavan Bieber,Northern Illinois,RB,MAC,Donavan,Bieber,71.0,180.0,34.0,RB,Columbia,IL,USA,34.0007493,-81.0343313,45079,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,4686817,Drew Cassens,Northern Illinois,TE,MAC,Drew,Cassens,75.0,250.0,89.0,TE,Downers Grove,IL,USA,41.7938195,-88.010376,17043,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,4431976,Dustin Fletcher,Northern Illinois,QB,Mid-American,Dustin,Fletcher,75.0,220.0,1.0,QB,Flint,MI,USA,43.0161693,-83.6900211,26049,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,28.0,0.0,103.0,6.9,,,,,,,,,,,,,,,,,,,,,2.0,1.0,0.0
2020,4686825,Eddie Jackson,Northern Illinois,LB,Mid-American,Eddie,Jackson,72.0,215.0,23.0,LB,Miami,FL,USA,25.7742658,-80.1936589,12086,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,3.0,0.0,0.5,11.0,,,
2020,4433895,Eric Rogers,Northern Illinois,DB,MAC,Eric,Rogers,74.0,189.0,,DB,Burlington,NJ,USA,40.0712218,-74.8648859,34005,120183,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,4362254,Erik Abrell,Northern Illinois,LS,MAC,Erik,Abrell,73.0,215.0,93.0,LS,Aurora,IL,USA,41.7571701,-88.3147539,17089,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,4240098,Erin Collins,Northern Illinois,RB,Mid-American,Erin,Collins,74.0,212.0,20.0,RB,Plant City,FL,USA,28.01806015,-82.11848198507127,12057,183920,1.0,4.0,2.0,0.0,3.0,1.5,,,,,,,,,,,,,,,,,,,,,,50.0,20.0,4.0,192.0,3.8,,,,,,,,,,,,,,,,,,,,,2.0,2.0,0.0
2020,4429332,Evan Buss,Northern Illinois,OL,MAC,Evan,Buss,78.0,312.0,60.0,OL,Kimberly,WI,USA,44.2717086,-88.3400807,55087,120800,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,4430105,Fabian McCray,Northern Illinois,WR,Mid-American,Fabian,McCray,74.0,195.0,9.0,WR,Chicago,IL,USA,41.8755616,-87.6244212,17031,,0.0,34.0,1.0,0.0,34.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,517461,Greg DeLuca,Northern Illinois,RB,MAC,Greg,DeLuca,74.0,214.0,42.0,RB,Boonton Township,NJ,USA,40.9304681,-74.42844513248974,34027,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,4576294,Harrison Waylee,Northern Illinois,RB,Mid-American,Harrison,Waylee,70.0,212.0,21.0,RB,Johnston,IA,USA,41.6731523,-93.6973395,19153,121339,1.0,16.0,8.0,1.0,61.0,7.6,,,,,,,,,,,,,,,,,,,,,,107.0,28.0,1.0,456.0,4.3,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0
2020,4429529,Ivan Davis,Northern Illinois,DE,MAC,Ivan,Davis,75.0,244.0,52.0,DE,Canton,MI,USA,42.3076547,-83.4868961,28089,120369,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,4374096,J.D. Harris,Northern Illinois,DB,Mid-American,J.D.,Harris,71.0,169.0,35.0,DB,Columbus,IN,USA,39.2014405,-85.9213796,18005,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,2.0,0.0,0.0,2.0,,,
2020,4427812,J.J. Lippe,Northern Illinois,OL,MAC,J.J.,Lippe,77.0,311.0,79.0,OL,Milwaukee,WI,USA,43.0349931,-87.922497,55079,125869,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,4576290,Jack Hugunin,Northern Illinois,DT,MAC,Jack,Hugunin,74.0,299.0,42.0,DT,Oswego,IL,USA,41.6789932,-88.3550216,17093,120623,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,4605963,Jack Wilty,Northern Illinois,OL,MAC,Jack,Wilty,76.0,321.0,78.0,OL,Altoona,IA,USA,41.6441557,-93.4646571,19153,183280,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,4686836,Jacob Waskow,Northern Illinois,DT,MAC,Jacob,Waskow,74.0,302.0,96.0,DT,Canton,IL,USA,40.5580945,-90.0351167,17057,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,4686818,Jaden Dolphin,Northern Illinois,LB,MAC,Jaden,Dolphin,74.0,220.0,26.0,LB,Des Plaines,IL,USA,42.0415823,-87.8873916,17031,121323,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,4432457,Jake Novotny,Northern Illinois,TE,MAC,Jake,Novotny,76.0,220.0,81.0,TE,Greendale,WI,USA,42.9405711,-87.9959191,55079,121106,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,4686831,Jalon Redmond,Northern Illinois,LB,MAC,Jalon,Redmond,73.0,215.0,41.0,LB,DeKalb,IL,USA,41.9294736,-88.7503647,17037,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,4429576,James Ester,Northern Illinois,DT,Mid-American,James,Ester,75.0,298.0,1.0,DT,Detroit,MI,USA,42.3315509,-83.0466403,26163,125647,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,1.0,8.0,0.0,2.0,16.0,,,
2020,4608930,Jashon Prophete,Northern Illinois,DB,MAC,Jashon,Prophete,71.0,187.0,1.0,DB,Pompano Beach,FL,USA,26.2378597,-80.1247667,12011,120746,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,4431074,Jay Ducker,Northern Illinois,RB,MAC,Jay,Ducker,70.0,210.0,20.0,RB,Omaha,NE,USA,41.2587459,-95.9383758,31055,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,4686827,Jayden Lambert,Northern Illinois,CB,Mid-American,Jayden,Lambert,73.0,176.0,49.0,CB,Downers Grove,IL,USA,41.7938195,-88.010376,17043,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,2.0,0.0,0.0,2.0,,,
2020,4374093,Jeffrey Griffin Jr.,Northern Illinois,DT,Mid-American,Jeffrey,Griffin Jr.,72.0,301.0,8.0,DT,Homewood,IL,USA,41.5573283,-87.6654739,17031,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,2.0,0.0,0.0,11.0,,,
2020,4592092,Jeremiah Howard,Northern Illinois,CB,MAC,Jeremiah,Howard,71.0,192.0,18.0,CB,Merrillville,IN,USA,41.4828144,-87.3328139,18089,120574,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,4686834,Joe Sikma,Northern Illinois,WR,MAC,Joe,Sikma,70.0,175.0,86.0,WR,Waukesha,WI,USA,43.0116784,-88.2314813,55133,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,4565295,John Champe,Northern Illinois,OL,MAC,John,Champe,76.0,321.0,76.0,OL,Brookfield,WI,USA,43.0605671,-88.1064787,55133,121331,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,4374105,John Richardson,Northern Illinois,PK,Mid-American,John,Richardson,71.0,173.0,39.0,PK,Orland Park,IL,USA,41.602686500000004,-87.85572251521427,17031,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,7.0,46.0,0.778,35.0,14.0,14.0,,,,,,,,,,
2020,4258561,Jordan Cole,Northern Illinois,LB,Mid-American,Jordan,Cole,74.0,215.0,12.0,LB,Ferguson,MO,USA,38.744707,-90.3038975,29189,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,
2020,4572662,Jordan Gandy,Northern Illinois,CB,Mid-American,Jordan,Gandy,70.0,182.0,14.0,CB,DeKalb,IL,USA,41.9294736,-88.7503647,17037,,0.0,,,,,,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,0.0,0.0,25.0,0.0,0.0,41.0,,,
2020,4605957,Jordan Hansen,Northern Illinois,S,Mid-American,Jordan,Hansen,73.0,192.0,7.0,S,Arlington Heights,IL,USA,42.0811563,-87.9802164,17031,121735,1.0,,,,,,7.0,2.0,0.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.5,14.0,0.0,1.5,23.0,,,
2020,4258570,Jordan Nettles,Northern Illinois,RB,MAC,Jordan,Nettles,69.0,187.0,28.0,RB,Romeoville,IL,USA,41.6475306,-88.0895061,17197,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,4374092,Joshua Earl,Northern Illinois,DB,MAC,Joshua,Earl,73.0,194.0,5.0,DB,Naperville,IL,USA,41.7728699,-88.1479278,17043,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
